id,text
7672,Missing connection to all securitytools on system [SERVER]
553,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    [SERVER]-[SERVER]           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
9480,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47045  Function: [COMPANY][LOCATION]consultant for MM/WM  Company: [COMPANY]  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 10 2019 12:00AM     Additional information:  [COMPANY] is on-boarding the new MM consultant Mrs. [NAME].  Existing MM consultant will be rolling off from [COMPANY] project by March 2019.   Approver = [NAME]
1501,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
931,[TICKET ID] - New Support Ticket received  - McAfee excepetion
4530,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access    Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])    Access Type: (RW) Read / Write    File Share:     J:/AG_MA_GE       (inklusive aller Unterordner)  J:/MGC    Requestor: [NAME] ([COMPANY]. [LOCATION])    Comment:
865,[PASSWORD] - New Support Ticket received  - Reset Password
887,[TICKET ID] - New Support Ticket received  - pagina bloqueada
4301,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/VORLAGEN     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1225,[TICKET ID] - New Support Ticket received  - configuracion nuevo equipo
9936,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur  Company: Welocalize  Department: GMC-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME]. [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Dec 13 2018 12:00AM     Additional information:
7952,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [NAME])  Access Type: (RW) Read / Write  File Share:  J:/Topf- und Substratbestellungen     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  J:/Topf- und Substratbestellungen
2250,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
4247,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/SB-BD_CONVISO SMART bitte neu anlegen   Besitzer: [NAME]   Zugriff:[NAME]Lüders. [NAME]. [NAME]       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1338,[TICKET ID] - New Support Ticket received  - Acceso a carpeta compartida COMEX
2006,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
5869,Please correct email address for [NAME]The email address for [NAME] should be [EMAIL] mailto:[EMAIL] like EVERY OTHER [COMPANY] email addressed user requested. It is set to [EMAIL]@[COMPANY] mailto:[EMAIL][COMPANY] and that is not correct. Again.
9793,Initiated by GIT: Missing connection to all securitytools on system [SERVER]
1808,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
5626,Add User to AD-Group
1550,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2202,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2133,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
264,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/Abt_CLC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1755,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
392,File Share Access - [TICKET ID] - [USERNAME]. Jan ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Jan ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/IT     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1536,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1853,Create Shared Mailbox - [EMAIL] - ExHub_Training
5695,Light User for external - [TICKET ID] - [NAME]. Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [ADDRESS]  Function:[LOCATION]Berater China  Company:[LOCATION] Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 13 2018 12:00AM     Additional information:
3186,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
604,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])
1500,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
5009,Instalação da Impressora SHARP - MX2640 PCL6
963,[TICKET ID] - New Support Ticket received  - Configuración equipos A6 [NAME]
1813,Missing connection to Directory (AD) on system [SERVER]
3838,Initiated by [COMPANY][LOCATION]- Vulnerable Internet Explorere on [SERVER]
581,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:    J:/PFM-PU               Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
4285,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/DCD-C/R&D Webmag     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  S. E-Mail [NAME] [EMAIL] [NAME] [EMAIL] (2.1.2019)
1603,Shared Mailbox Access - [TICKET ID] - [EMAIL]
563,[TICKET ID] - A Support Ticket was forwarded to your role  - AW: Order Provisioned: #[TICKET ID] - Install request for [NAME]
13724,Install printer driver
909,[TICKET ID] - New Support Ticket received  - Conta Bloqueada
1781,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
1491,File Share Access - [TICKET ID] - [NAME] (EXTERNAL. [LOCATION])
616,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])
2033,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
11559,setup phone for email.phone contacts.okta.
727,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]Wiedereinrichtung auf neuem Handy
249,PowerBI is not providing my reports
5246,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: reuter)  Access Type: (RW) Read / Write  File Share:  j:/stundenbuecher     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
2283,Reset the password asap
7305,Access on LightHouse
627,[TICKET ID] - A Support Ticket was forwarded to your role  - Okta verify
1340,[TICKET ID] - New Support Ticket received  - Dell laptop will not connect to the R drive.
3092,[NAME] Mails aus Salesforce an Mailverteiler
930,[TICKET ID] - New Support Ticket received  - Instalación de software
1583,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION])
10535,Problemas acesso VPN
987,[TICKET ID] - New Support Ticket received  - INSTALAR ATUALIZAÇÃO SICALC
6341,Creating of new Distribution Group in [LOCATION]
5898,Initiated by GIT: Missing connection to all securitytools on system [SERVER]
1773,Shared Mailbox Access - [TICKET ID] - [EMAIL]
7695,usuario no recibe correos masivos
1060,[TICKET ID] - New Support Ticket received  - Scan is not going through
6836,Impressora Borrando impressões
447,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  41801  Company:  [COMPANY] SE  Department:  GGR-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:  [LOCATION]. BOB. UG / K29     Important: Please set the EA10 to the following value: 4378 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  9 2019 12:00AM     Additional information:   Mitarbeiter wechselt intern und benötigt vollständige Technikausstattung.  Vorgestztenstruktur noch nicht aktualisiert. bitte dennoch freigeben.  Bitte Notebook und Keyboard mit deutscher Tastatur.  Vielen Dank.
6786,Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  22104  Company:    Department:  [COMPANY]-CS  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 8708 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 16 2019 12:00AM     Additional information:   Bitte [NAME] der E-Mail Gruppe [COMPANY]-CS hinzufügen.  Telefonisch zu erreichen unter [PHONE]
5702,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Guten Morgen.   würden Sie mir bitte den Zugriff auf die drei folgenden Ordnerstrukturen einrichten?    J:/HR_[SERVER]   J:/HR_[SERVER]   J:/HR_FRM-WBH   J:/PW-INSBB   Liebe Grüße. [NAME] Nollau   HR-Betreuung       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
10982,Update Power BI
1475,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
2152,Initiated by GIT: Missing connection to directory (AD) on system [SERVER]
820,[TICKET ID] - New Support Ticket received  - email migration
1623,check_mk network Hostalarm: (US[COMPANY]01) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN
687,[TICKET ID] - New information received on closed ticket  - Light User for external - [TICKET ID] - [NAME]
1194,[TICKET ID] - New Support Ticket received  - OS Update - [SERVER]
843,[TICKET ID] - A Support Ticket was forwarded to you  - interrumpido acceso a J:
1292,[TICKET ID] - New Support Ticket received  - Windows update to 1803
3692,Installation of Power BI desktop for user  [EMAIL] 
10454,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  Voss. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/Wertprüfungen       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
7943,Light User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])Service Request: Light User  Create Light user for [NAME] ([COMPANY]. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone:   Cost Center: 150220  Company: [COMPANY] Services [ADDRESS] GmbH  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:      Important: Please set the EA10 to the following value: 13735 (leave blank. when empty)     Desired date: Feb 11 2019 12:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Additional information:
3638,Delegation of Group - [SERVER]-LIMS
1604,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1574,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
660,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
2319,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
959,[TICKET ID] - New Support Ticket received  - Phone does not load email
4625,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/ZR_MAS     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1330,[TICKET ID] - New Support Ticket received  - cant sign into Skype
2141,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1422,SR263409 - Leaving employee: The user Books; [NAME] ([COMPANY]; [LOCATION]) is going to leave [COMPANY] on 10;10;2017
972,[TICKET ID] - New Support Ticket received  - configuacion nuevo telefono
5604,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]. Igor     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47046  Function: [COMPANY][LOCATION]consultant for BI  Company: [COMPANY] do Brasil Ltda.  Department: GIT-EST  [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 20 2018 12:00AM     Additional information:  New [COMPANY][LOCATION]consultant for BI. [NAME]
3909,Initiated by [COMPANY][LOCATION]- Vulnerable Office on [SERVER]
7052,instalar os [COMPANY]ulos de segurança dos bancos Caixa e BB
1789,Create Shared Mailbox - [TICKET ID] - [COMPANY] rental car management
789,[TICKET ID] - A Support Ticket was forwarded to you  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1392,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Hostalarm: ([SERVER]) [SERVER] - UP -> DOWN
1034,[TICKET ID] - New Support Ticket received  - Installation of Microsoft Visio
5176,problemas para acessar email no pcEmail outlook não conectado
684,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
11455,T20200124.0018 - Update outlook mailgroup [NAME]
9695,new[LOCATION]isnt found
841,[TICKET ID] - Reminder of paused Support Ticket  - Security Alert [URL]
1004,[TICKET ID] - New Support Ticket received  - Install new printer
4614,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. ESBA)Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. ESBA) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  [SERVER]-FINANCE-RW     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1093,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Servicealarm: ([SERVER]) [COMPANY] LS Systemmanagement - [SOFTWARE] Depot Server: Service MATRIXPXE - OK -> CRIT
1506,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
10791,Golive Crop Manager - intern kein Zugriff
1907,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1720,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1570,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
8674,Release E-Mail from quarantine
1520,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1345,[TICKET ID] - New Support Ticket received  - Acesso Skype
659,LIberacao do PowerBI no O365 para [NAME] e [NAME]Por favor poderiam faze-lo? Grato    [NAME]BA. PMP. CISSP.  [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>    
2108,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
8023,Ajuste FoneBoa tarde      Serviço ja ajustado do Fone.      Obrigado
226,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
2220,Shared Mailbox Access - [ADDRESS] - [EMAIL]
2375,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Remove File Share Access     Remove file share access for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  File Share:  J:/[SERVER]  Verzeichnis kann gelöscht werden.     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Verzeichnis wurde aufgelöst und kann daher gelöscht werden.
8740,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
1248,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Servicealarm: ([SERVER]) [COMPANY] LS Systemmanagement - [SOFTWARE] Depot Server: Service MATRIXRSYNC - OK -> CRIT
955,[TICKET ID] - A Support Ticket was forwarded to you  - Desbloqueio site PM de Cambé
1925,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1091,[TICKET ID] - A Support Ticket was forwarded to your role  - Unable to[LOCATION]from [NAME]
1757,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1136,[TICKET ID] - New Support Ticket received  -[LOCATION]issue
2196,Request to install a VM for testing purposes - Windows Defender ATP
902,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Windows Defender on [SERVER]
4393,Problemas impresora de sobres
1924,Shared Mailbox Access - [ADDRESS] - [EMAIL]
5866,Cannot print labels from label printer
1498,Data Factory - Azure Logic Apps (Please contact [NAME])
1497,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION])
2222,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1601,Shared Mailbox Access - [TICKET ID] - [EMAIL]
1705,Shared Mailbox Access - [TICKET ID] - [EMAIL]
2155,Initiated by GIT: Missing connection to Directory (AD) on system [SERVER]
1792,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1903,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
691,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
433,Email Excelância Comercial
1627,Create Shared Mailbox - [TICKET ID] - my[COMPANY] RO
1289,[TICKET ID] - New Support Ticket received  - Missing Analysis Tool for Excel
1734,Shared Mailbox Access - [ADDRESS] - [EMAIL]
827,[TICKET ID] - New Support Ticket received  - New cell phone
13754,initiated by[LOCATION]: Question of the status of inactive systems
1488,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION])
1472,Create Shared Mailbox - [EMAIL] - [EMAIL]
9426,Missing connection to all securitytools on system [SERVER]
1556,Shared Mailbox Access - [TICKET ID] - [EMAIL]
4813,Acesso a pasta a usuario
4249,Ajuste no e-mail do depto de Crédito
1600,Shared Mailbox Access - [ADDRESS] - [EMAIL]
878,[TICKET ID] - New Support Ticket received  - bloqueo notbook
1581,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])
646,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [USERNAME] ([COMPANY]. [LOCATION])
5315,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
586,[TICKET ID] - A Support Ticket was forwarded to your role  - Access to the shared mailbox
4906,Ativação VPNBoa Tarde!  Favor ativar o[LOCATION]para acesso as pastas em rede.  Motivo: Trabalho Home Office
8339,bad address in the email
1414,GPO bitlocker
1598,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
702,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
1831,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1424,SR284515 Access to file share or specific folder: the user [NAME] ([COMPANY]; [LOCATION]) needs access to a fileshare
1592,Shared Mailbox Access - [ADDRESS] - [EMAIL]
2076,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1352,[TICKET ID] - New Support Ticket received  - Lost Onedrive files
1205,[TICKET ID] - New Support Ticket received  - [SOFTWARE] updates
2132,Delete Shared Mailbox - [EMAIL] - [EMAIL]AMA. [LOCATION])
9789,Restrição de acessoBom dia!              Por gentileza. no grupo J a pasta Relatório - estoque fazer uma restrição de acesso. sendo disponivel apenas para:      - [NAME];    - [NAME];    - [NAME];    - [NAME].        [Image]
3043,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
10177,Zugriffsrechte auf Shared Mailbox entziehen
4543,Intranet User - [USERNAME] -  (External. [LOCATION])Service Request: Intranet User     Create Intranet only user for [USERNAME] (External. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]  Cost Center: [ADDRESS]  Company:   Department: [COMPANY] SE  Street:   ZIP:   City:   Country: Germany  Office: BOB. 2.54     Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)     Requestor: [NAME] ([COMPANY]. [LOCATION])  Additional information:  Frau Schlegel ist externe Mitarbeiterin und benötigt wieder Zugriff zum Intranet
1575,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
14067,Missing connection to all securitytools on system [SERVER]
9387,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur Polen  Company: BizWebStudio  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME]. [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Dec 17 2018 12:00AM     Additional information:
9697,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Please provide access to:    J:/SC[LOCATION]/01_ICB_31122018       Thank you!       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte richten Sie [NAME] Zugriff auf folgenden ordner ein: J:/SC[LOCATION]/01_ICB_31122018  Please provide acces to the following folder: J:/SC[LOCATION]/01_ICB_31122018  Thank you!
13764,Unable to access required training website.Hello.  We got notice of training due by the end of June and our normal login credentials were supposed to work.  However. when I tried to login the site would not accept my login credentials for some reason.  Can you look at this to see why I am not able to login?  I was working from home at the time and connected via[LOCATION]when I tried to take the training. The[LOCATION]is provided here:  [URL]  Thanks  [NAME]
7480,Aardevo shared drives access
1782,Mail Zugriff freischalten
2334,Shared Mailbox Access - [TICKET ID] - [EMAIL]
11552,Initiated by GIT: Missing connection to AV and still Windows 7 on system [SERVER]
3851,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/[SERVER]    J:/MAPS    J:/MARKERDB    J:/MA-Z    J:/MAZ-Guests    J:/MAZ-MATE    J:/[SERVER]    J:/MBCALC    J:/MBDATA    J:/Meldung Pflanzenschutz    J:/PDW    J:/Topf- und Substratbestellungen    N:/_Share    N:/MA-Print    N:/[SERVER]         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1621,Create Shared Mailbox - [EMAIL] - my[COMPANY] RS
656,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
699,[TICKET ID] - A Support Ticket was forwarded to your role  - Additional Application[LOCATION]Service - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1814,Missing connection to Inventory- and Update-Vendor ([SOFTWARE]) on system [SERVER]8
1286,[TICKET ID] - New Support Ticket received  - Criar email para confirmação de intercompany
1718,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
836,[TICKET ID] - New Support Ticket received  - Telefono no sincroniza contactos
1752,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
3295,Acessos - [NAME]
507,Zugriff auf BrandnetHallo [COMPANY] Helpdesk    Bitte geben Sie den folgenden AD Accounts das Recht auf das Brandnet ([URL]) zuzugreifen.        *  [NAME]   *  [NAME]   *  [NAME]   Viele Grüße  Ina          [COMPANY] SE & Co. KGaA  [NAME]. 31  [ADDRESS]  Germany     Company Headquarters: [ADDRESS]  Registry [ADDRESS]. [ADDRESS]  Chairman of the Supervisory Board: [NAME]    General Partner: [COMPANY] SE  Registry [ADDRESS]. [ADDRESS]  Chairman of the Supervisory Board: [NAME]xecutive Board: [ADDRESS] (CEO).  [NAME]. [NAME]. [NAME]. [NAME]      [URL]  
1152,[TICKET ID] - New Support Ticket received  - cant access attachment in an email
1809,Shared Mailbox Access - [ADDRESS] - [EMAIL]
6456,[SERVER] - Missing microcode update
1021,[TICKET ID] - New Support Ticket received  - Instalación tambor impresora Brother remolacha
8606,Basis User - [TICKET ID] - [USERNAME]. Simon ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME]. Simon ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  31100  Company:  [COMPANY] SE  Department:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 12474 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  1 2019 12:00AM     Additional information:   Bitte den User Simon [USERNAME] wieder aktivieren.  Danke und Gruß  Ariane Knauth
1926,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1843,File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION])
